Tenant,Pod,VRF,Node,L3Out,Domain,IP,MAC,VLAN
BAAC_MDR1,pod-2,VRF_MDR1_INT_ESM_1,node-2502,L3OUT_MDR1_INT_ESM_1,DOM_L3OUT,172.17.32.6,00:00:5E:00:01:09,vlan-2121
BAAC_MDR1,pod-2,VRF_MDR1_INT_FMIS_2,node-2502,L3OUT_MDR1_INT_FMIS_2,DOM_L3OUT,172.17.28.22,00:00:5E:00:01:19,vlan-2082
BAAC_MDR1,pod-2,VRF_MDR1_INT_FMIS_2,node-2502,L3OUT_MDR1_INT_FMIS_2,DOM_L3OUT,172.17.28.19,00:22:BD:F8:19:FF,vlan-2082
BAAC_MDR1,pod-2,VRF_MDR1_INT_FMIS_2,node-2502,L3OUT_MDR1_INT_FMIS_2,DOM_L3OUT,172.17.28.21,10:C1:72:E8:B3:86,vlan-2082
BAAC_MDR1,pod-2,VRF_MDR1_INT_FMIS_2,node-2501,L3OUT_MDR1_INT_FMIS_2,DOM_L3OUT,172.17.28.22,00:00:5E:00:01:19,vlan-2082
BAAC_MDR1,pod-2,VRF_MDR1_INT_FMIS_2,node-2501,L3OUT_MDR1_INT_FMIS_2,DOM_L3OUT,172.17.28.18,00:22:BD:F8:19:FF,vlan-2082
BAAC_MDR1,pod-2,VRF_MDR1_INT_FMIS_2,node-2501,L3OUT_MDR1_INT_FMIS_2,DOM_L3OUT,172.17.28.21,10:C1:72:E8:B3:86,vlan-2082
BAAC_MDR1,pod-2,VRF_MDR1_INT_FMIS_2,node-2501,L3OUT_MDR1_INT_FMIS_2,DOM_L3OUT,172.17.28.20,10:C1:72:E8:B3:5F,vlan-2082
BAAC_MDR1,pod-2,VRF_MDR1_INT_FMIS_1,node-2501,L3OUT_MDR1_INT_FMIS_1,DOM_L3OUT,172.17.28.6,00:00:5E:00:01:18,vlan-2081
BAAC_MDR1,pod-2,VRF_MDR1_INT_FMIS_1,node-2501,L3OUT_MDR1_INT_FMIS_1,DOM_L3OUT,172.17.28.2,00:22:BD:F8:19:FF,vlan-2081
BAAC_MDR1,pod-2,VRF_MDR1_INT_FMIS_1,node-2501,L3OUT_MDR1_INT_FMIS_1,DOM_L3OUT,172.17.28.5,10:C1:72:E8:B3:86,vlan-2081
BAAC_MDR1,pod-2,VRF_MDR1_INT_FMIS_1,node-2502,L3OUT_MDR1_INT_FMIS_1,DOM_L3OUT,172.17.28.6,00:00:5E:00:01:18,vlan-2081
BAAC_MDR1,pod-2,VRF_MDR1_INT_FMIS_1,node-2502,L3OUT_MDR1_INT_FMIS_1,DOM_L3OUT,172.17.28.3,00:22:BD:F8:19:FF,vlan-2081
BAAC_MDR1,pod-2,VRF_MDR1_INT_FMIS_1,node-2502,L3OUT_MDR1_INT_FMIS_1,DOM_L3OUT,172.17.28.5,10:C1:72:E8:B3:86,vlan-2081
BAAC_MDR1,pod-2,VRF_MDR1_INT_SOA_2,node-2502,L3OUT_MDR1_INT_SOA_2,DOM_L3OUT,172.17.27.22,00:00:5E:00:01:1C,vlan-2072
BAAC_MDR1,pod-2,VRF_MDR1_INT_SOA_2,node-2502,L3OUT_MDR1_INT_SOA_2,DOM_L3OUT,172.17.27.21,10:C1:72:E8:B3:86,vlan-2072
BAAC_MDR1,pod-2,VRF_MDR1_INT_SOA_2,node-2502,L3OUT_MDR1_INT_SOA_2,DOM_L3OUT,172.17.27.19,00:22:BD:F8:19:FF,vlan-2072
BAAC_MDR1,pod-2,VRF_MDR1_INT_SOA_2,node-2501,L3OUT_MDR1_INT_SOA_2,DOM_L3OUT,172.17.27.22,00:00:5E:00:01:1C,vlan-2072
BAAC_MDR1,pod-2,VRF_MDR1_INT_SOA_2,node-2501,L3OUT_MDR1_INT_SOA_2,DOM_L3OUT,172.17.27.21,10:C1:72:E8:B3:86,vlan-2072
BAAC_MDR1,pod-2,VRF_MDR1_INT_SOA_2,node-2501,L3OUT_MDR1_INT_SOA_2,DOM_L3OUT,172.17.27.18,00:22:BD:F8:19:FF,vlan-2072
BAAC_MDR1,pod-2,VRF_MDR1_INT_SOA_4,node-2502,L3OUT_MDR1_INT_SOA_4,DOM_L3OUT,172.17.27.54,00:00:5E:00:01:1E,vlan-2074
BAAC_MDR1,pod-2,VRF_MDR1_INT_SOA_4,node-2502,L3OUT_MDR1_INT_SOA_4,DOM_L3OUT,172.17.27.53,10:C1:72:E8:B3:86,vlan-2074
BAAC_MDR1,pod-2,VRF_MDR1_INT_SOA_4,node-2502,L3OUT_MDR1_INT_SOA_4,DOM_L3OUT,172.17.27.51,00:22:BD:F8:19:FF,vlan-2074
BAAC_MDR1,pod-2,VRF_MDR1_INT_SOA_4,node-2501,L3OUT_MDR1_INT_SOA_4,DOM_L3OUT,172.17.27.54,00:00:5E:00:01:1E,vlan-2074
BAAC_MDR1,pod-2,VRF_MDR1_INT_SOA_4,node-2501,L3OUT_MDR1_INT_SOA_4,DOM_L3OUT,172.17.27.53,10:C1:72:E8:B3:86,vlan-2074
BAAC_MDR1,pod-2,VRF_MDR1_INT_SOA_4,node-2501,L3OUT_MDR1_INT_SOA_4,DOM_L3OUT,172.17.27.50,00:22:BD:F8:19:FF,vlan-2074
BAAC_MDR1,pod-2,VRF_MDR1_INT_PUM_1,node-2501,L3OUT_MDR1_INT_PUM_1,DOM_L3OUT,172.17.37.6,00:00:5E:00:01:12,vlan-2171
BAAC_MDR1,pod-2,VRF_MDR1_INT_PUM_1,node-2501,L3OUT_MDR1_INT_PUM_1,DOM_L3OUT,172.17.37.2,00:22:BD:F8:19:FF,vlan-2171
BAAC_MDR1,pod-2,VRF_MDR1_INT_PUM_1,node-2502,L3OUT_MDR1_INT_PUM_1,DOM_L3OUT,172.17.37.6,00:00:5E:00:01:12,vlan-2171
BAAC_MDR1,pod-2,VRF_MDR1_INT_PUM_1,node-2502,L3OUT_MDR1_INT_PUM_1,DOM_L3OUT,172.17.37.3,00:22:BD:F8:19:FF,vlan-2171
BAAC_MDR1,pod-2,VRF_MDR1_INT_Dev_Ops_1,node-2502,L3OUT_MDR1_INT_Dev_Ops_1,DOM_L3OUT,172.17.35.6,00:00:5E:00:01:0F,vlan-2151
BAAC_MDR1,pod-2,VRF_MDR1_INT_Dev_Ops_1,node-2502,L3OUT_MDR1_INT_Dev_Ops_1,DOM_L3OUT,172.17.35.5,10:C1:72:E8:B3:86,vlan-2151
BAAC_MDR1,pod-2,VRF_MDR1_INT_Dev_Ops_1,node-2502,L3OUT_MDR1_INT_Dev_Ops_1,DOM_L3OUT,172.17.35.3,00:22:BD:F8:19:FF,vlan-2151
BAAC_MDR1,pod-2,VRF_MDR1_INT_Dev_Ops_1,node-2501,L3OUT_MDR1_INT_Dev_Ops_1,DOM_L3OUT,172.17.35.6,00:00:5E:00:01:0F,vlan-2151
BAAC_MDR1,pod-2,VRF_MDR1_INT_Dev_Ops_1,node-2501,L3OUT_MDR1_INT_Dev_Ops_1,DOM_L3OUT,172.17.35.5,10:C1:72:E8:B3:86,vlan-2151
BAAC_MDR1,pod-2,VRF_MDR1_INT_Dev_Ops_1,node-2501,L3OUT_MDR1_INT_Dev_Ops_1,DOM_L3OUT,172.17.35.2,00:22:BD:F8:19:FF,vlan-2151
BAAC_MDR1,pod-2,VRF_MDR1_INT_SOA_3,node-2501,L3OUT_MDR1_INT_SOA_3,DOM_L3OUT,172.17.27.38,00:00:5E:00:01:1D,vlan-2073
BAAC_MDR1,pod-2,VRF_MDR1_INT_SOA_3,node-2501,L3OUT_MDR1_INT_SOA_3,DOM_L3OUT,172.17.27.34,00:22:BD:F8:19:FF,vlan-2073
BAAC_MDR1,pod-2,VRF_MDR1_INT_SOA_3,node-2501,L3OUT_MDR1_INT_SOA_3,DOM_L3OUT,172.17.27.37,10:C1:72:E8:B3:86,vlan-2073
BAAC_MDR1,pod-2,VRF_MDR1_INT_SOA_3,node-2502,L3OUT_MDR1_INT_SOA_3,DOM_L3OUT,172.17.27.38,00:00:5E:00:01:1D,vlan-2073
BAAC_MDR1,pod-2,VRF_MDR1_INT_SOA_3,node-2502,L3OUT_MDR1_INT_SOA_3,DOM_L3OUT,172.17.27.35,00:22:BD:F8:19:FF,vlan-2073
BAAC_MDR1,pod-2,VRF_MDR1_INT_SOA_3,node-2502,L3OUT_MDR1_INT_SOA_3,DOM_L3OUT,172.17.27.37,10:C1:72:E8:B3:86,vlan-2073
BAAC_DR,pod-1,VRF_DR,node-1102,L3OUT_DR_EXT_DC_CORE,DOM_L3OUT,172.26.14.203,00:22:BD:F8:19:FF,vlan-13
BAAC_DR,pod-1,VRF_DR,node-1102,L3OUT_DR_EXT_DC_CORE,DOM_L3OUT,172.26.14.205,2C:F8:9B:47:C5:3F,vlan-13
BAAC_DR,pod-1,VRF_DR,node-1102,L3OUT_DR_EXT_DC_CORE,DOM_L3OUT,172.26.14.204,2C:F8:9B:47:C5:FF,vlan-13
BAAC_DR,pod-1,VRF_DR,node-1101,L3OUT_DR_EXT_DC_CORE,DOM_L3OUT,172.26.14.202,00:22:BD:F8:19:FF,vlan-13
BAAC_DR,pod-1,VRF_DR,node-1101,L3OUT_DR_EXT_DC_CORE,DOM_L3OUT,172.26.14.205,2C:F8:9B:47:C5:3F,vlan-13
BAAC_DR,pod-1,VRF_DR,node-1101,L3OUT_DR_EXT_DC_CORE,DOM_L3OUT,172.26.14.204,2C:F8:9B:47:C5:FF,vlan-13
BAAC_DR,pod-2,VRF_DR,node-2501,L3OUT_DR_EXT_DR_CORE,DOM_L3OUT,172.31.14.205,C4:F7:D5:F0:E4:7F,vlan-13
BAAC_DR,pod-2,VRF_DR,node-2501,L3OUT_DR_EXT_DR_CORE,DOM_L3OUT,172.31.14.203,00:22:BD:F8:19:FF,vlan-13
BAAC_DR,pod-2,VRF_DR,node-2501,L3OUT_DR_EXT_DR_CORE,DOM_L3OUT,172.31.14.204,2C:F8:9B:47:C4:FF,vlan-13
BAAC_DR,pod-2,VRF_DR,node-2502,L3OUT_DR_EXT_DR_CORE,DOM_L3OUT,172.31.14.204,2C:F8:9B:47:C4:FF,vlan-13
BAAC_DR,pod-2,VRF_DR,node-2502,L3OUT_DR_EXT_DR_CORE,DOM_L3OUT,172.31.14.202,00:22:BD:F8:19:FF,vlan-13
BAAC_DR,pod-2,VRF_DR,node-2502,L3OUT_DR_EXT_DR_CORE,DOM_L3OUT,172.31.14.205,C4:F7:D5:F0:E4:7F,vlan-13
common,pod-2,VRF_INFRA,node-2501,L3OUT_DR_COMMON,DOM_L3OUT,172.31.14.229,2C:F8:9B:47:C4:FF,vlan-16
common,pod-2,VRF_INFRA,node-2501,L3OUT_DR_COMMON,DOM_L3OUT,172.31.14.230,C4:F7:D5:F0:E4:7F,vlan-16
common,pod-2,VRF_INFRA,node-2501,L3OUT_DR_COMMON,DOM_L3OUT,172.31.14.227,00:22:BD:F8:19:FF,vlan-16
common,pod-2,VRF_INFRA,node-2502,L3OUT_DR_COMMON,DOM_L3OUT,172.31.14.229,2C:F8:9B:47:C4:FF,vlan-16
common,pod-2,VRF_INFRA,node-2502,L3OUT_DR_COMMON,DOM_L3OUT,172.31.14.230,C4:F7:D5:F0:E4:7F,vlan-16
common,pod-2,VRF_INFRA,node-2502,L3OUT_DR_COMMON,DOM_L3OUT,172.31.14.226,00:22:BD:F8:19:FF,vlan-16
common,pod-1,VRF_INFRA,node-1101,L3OUT_DC_COMMON,DOM_L3OUT,172.26.14.227,00:22:BD:F8:19:FF,vlan-16
common,pod-1,VRF_INFRA,node-1101,L3OUT_DC_COMMON,DOM_L3OUT,172.26.14.230,2C:F8:9B:47:C5:3F,vlan-16
common,pod-1,VRF_INFRA,node-1101,L3OUT_DC_COMMON,DOM_L3OUT,172.26.14.229,2C:F8:9B:47:C5:FF,vlan-16
common,pod-1,VRF_INFRA,node-1102,L3OUT_DC_COMMON,DOM_L3OUT,172.26.14.226,00:22:BD:F8:19:FF,vlan-16
common,pod-1,VRF_INFRA,node-1102,L3OUT_DC_COMMON,DOM_L3OUT,172.26.14.230,2C:F8:9B:47:C5:3F,vlan-16
common,pod-1,VRF_INFRA,node-1102,L3OUT_DC_COMMON,DOM_L3OUT,172.26.14.229,2C:F8:9B:47:C5:FF,vlan-16
BAAC_DEV,pod-1,VRF_DEV,node-1102,L3OUT_DC_DEV,DOM_L3OUT,172.26.14.210,00:22:BD:F8:19:FF,vlan-14
BAAC_DEV,pod-1,VRF_DEV,node-1102,L3OUT_DC_DEV,DOM_L3OUT,172.26.14.213,2C:F8:9B:47:C5:FF,vlan-14
BAAC_DEV,pod-1,VRF_DEV,node-1102,L3OUT_DC_DEV,DOM_L3OUT,172.26.14.214,2C:F8:9B:47:C5:3F,vlan-14
BAAC_DEV,pod-1,VRF_DEV,node-1101,L3OUT_DC_DEV,DOM_L3OUT,172.26.14.211,00:22:BD:F8:19:FF,vlan-14
BAAC_DEV,pod-1,VRF_DEV,node-1101,L3OUT_DC_DEV,DOM_L3OUT,172.26.14.214,2C:F8:9B:47:C5:3F,vlan-14
BAAC_DEV,pod-1,VRF_DEV,node-1101,L3OUT_DC_DEV,DOM_L3OUT,172.26.14.213,2C:F8:9B:47:C5:FF,vlan-14
BAAC_DEV,pod-2,VRF_DEV,node-2502,L3OUT_DR_DEV,DOM_L3OUT,172.31.14.214,C4:F7:D5:F0:E4:7F,vlan-14
BAAC_DEV,pod-2,VRF_DEV,node-2502,L3OUT_DR_DEV,DOM_L3OUT,172.31.14.213,2C:F8:9B:47:C4:FF,vlan-14
BAAC_DEV,pod-2,VRF_DEV,node-2502,L3OUT_DR_DEV,DOM_L3OUT,172.31.14.210,00:22:BD:F8:19:FF,vlan-14
BAAC_DEV,pod-2,VRF_DEV,node-2501,L3OUT_DR_DEV,DOM_L3OUT,172.31.14.214,C4:F7:D5:F0:E4:7F,vlan-14
BAAC_DEV,pod-2,VRF_DEV,node-2501,L3OUT_DR_DEV,DOM_L3OUT,172.31.14.213,2C:F8:9B:47:C4:FF,vlan-14
BAAC_DEV,pod-2,VRF_DEV,node-2501,L3OUT_DR_DEV,DOM_L3OUT,172.31.14.211,00:22:BD:F8:19:FF,vlan-14
BAAC_MDC2,pod-1,VRF_MDC2_INT_IntelBase_7,node-1102,L3OUT_MDC2_INT_IntelBase_7,DOM_L3OUT,172.27.66.106,00:00:5E:00:01:32,vlan-1467
BAAC_MDC2,pod-1,VRF_MDC2_INT_IntelBase_7,node-1102,L3OUT_MDC2_INT_IntelBase_7,DOM_L3OUT,172.27.66.105,10:C1:72:E8:B3:AD,vlan-1467
BAAC_MDC2,pod-1,VRF_MDC2_INT_IntelBase_7,node-1102,L3OUT_MDC2_INT_IntelBase_7,DOM_L3OUT,172.27.66.104,10:C1:72:E8:B3:A0,vlan-1467
BAAC_MDC2,pod-1,VRF_MDC2_INT_IntelBase_7,node-1101,L3OUT_MDC2_INT_IntelBase_7,DOM_L3OUT,172.27.66.106,00:00:5E:00:01:32,vlan-1467
BAAC_MDC2,pod-1,VRF_MDC2_INT_IntelBase_7,node-1101,L3OUT_MDC2_INT_IntelBase_7,DOM_L3OUT,172.27.66.105,10:C1:72:E8:B3:AD,vlan-1467
BAAC_MDC2,pod-1,VRF_MDC2_INT_IntelBase_7,node-1101,L3OUT_MDC2_INT_IntelBase_7,DOM_L3OUT,172.27.66.104,10:C1:72:E8:B3:A0,vlan-1467
BAAC_MDC2,pod-1,VRF_MDC2_INT_SOA_1,node-1102,L3OUT_MDC2_INT_SOA_1,DOM_L3OUT,172.27.60.10,00:00:5E:00:01:21,vlan-1401
BAAC_MDC2,pod-1,VRF_MDC2_INT_SOA_1,node-1102,L3OUT_MDC2_INT_SOA_1,DOM_L3OUT,172.27.60.9,10:C1:72:E8:B3:AD,vlan-1401
BAAC_MDC2,pod-1,VRF_MDC2_INT_SOA_1,node-1102,L3OUT_MDC2_INT_SOA_1,DOM_L3OUT,172.27.60.8,10:C1:72:E8:B3:A0,vlan-1401
BAAC_MDC2,pod-1,VRF_MDC2_INT_SOA_1,node-1101,L3OUT_MDC2_INT_SOA_1,DOM_L3OUT,172.27.60.10,00:00:5E:00:01:21,vlan-1401
BAAC_MDC2,pod-1,VRF_MDC2_INT_SOA_1,node-1101,L3OUT_MDC2_INT_SOA_1,DOM_L3OUT,172.27.60.9,10:C1:72:E8:B3:AD,vlan-1401
BAAC_MDC2,pod-1,VRF_MDC2_INT_SOA_1,node-1101,L3OUT_MDC2_INT_SOA_1,DOM_L3OUT,172.27.60.8,10:C1:72:E8:B3:A0,vlan-1401
BAAC_MDC2,pod-1,VRF_MDC2_INT_HRIS_5,node-1101,L3OUT_MDC2_INT_HRIS_5,DOM_L3OUT,172.27.56.73,10:C1:72:E8:B3:AD,vlan-1365
BAAC_MDC2,pod-1,VRF_MDC2_INT_HRIS_5,node-1101,L3OUT_MDC2_INT_HRIS_5,DOM_L3OUT,172.27.56.74,00:00:5E:00:01:1E,vlan-1365
BAAC_MDC2,pod-1,VRF_MDC2_INT_HRIS_5,node-1101,L3OUT_MDC2_INT_HRIS_5,DOM_L3OUT,172.27.56.72,10:C1:72:E8:B3:A0,vlan-1365
BAAC_MDC2,pod-1,VRF_MDC2_INT_HRIS_5,node-1101,L3OUT_MDC2_INT_HRIS_5,DOM_L3OUT,172.27.56.66,00:22:BD:F8:19:FF,vlan-1365
BAAC_MDC2,pod-1,VRF_MDC2_INT_HRIS_5,node-1102,L3OUT_MDC2_INT_HRIS_5,DOM_L3OUT,172.27.56.74,00:00:5E:00:01:1E,vlan-1365
BAAC_MDC2,pod-1,VRF_MDC2_INT_HRIS_5,node-1102,L3OUT_MDC2_INT_HRIS_5,DOM_L3OUT,172.27.56.72,10:C1:72:E8:B3:A0,vlan-1365
BAAC_MDC2,pod-1,VRF_MDC2_INT_HRIS_5,node-1102,L3OUT_MDC2_INT_HRIS_5,DOM_L3OUT,172.27.56.67,00:22:BD:F8:19:FF,vlan-1365
BAAC_MDC2,pod-1,VRF_MDC2_INT_STARCAT_2,node-1102,L3OUT_MDC2_INT_STARCAT_2,DOM_L3OUT,172.27.46.26,00:00:5E:00:01:48,vlan-1262
BAAC_MDC2,pod-1,VRF_MDC2_INT_STARCAT_2,node-1102,L3OUT_MDC2_INT_STARCAT_2,DOM_L3OUT,172.27.46.25,10:C1:72:E8:B3:AD,vlan-1262
BAAC_MDC2,pod-1,VRF_MDC2_INT_STARCAT_2,node-1102,L3OUT_MDC2_INT_STARCAT_2,DOM_L3OUT,172.27.46.24,10:C1:72:E8:B3:A0,vlan-1262
BAAC_MDC2,pod-1,VRF_MDC2_INT_STARCAT_2,node-1102,L3OUT_MDC2_INT_STARCAT_2,DOM_L3OUT,172.27.46.19,00:22:BD:F8:19:FF,vlan-1262
BAAC_MDC2,pod-1,VRF_MDC2_INT_STARCAT_2,node-1101,L3OUT_MDC2_INT_STARCAT_2,DOM_L3OUT,172.27.46.26,00:00:5E:00:01:48,vlan-1262
BAAC_MDC2,pod-1,VRF_MDC2_INT_STARCAT_2,node-1101,L3OUT_MDC2_INT_STARCAT_2,DOM_L3OUT,172.27.46.25,10:C1:72:E8:B3:AD,vlan-1262
BAAC_MDC2,pod-1,VRF_MDC2_INT_STARCAT_2,node-1101,L3OUT_MDC2_INT_STARCAT_2,DOM_L3OUT,172.27.46.24,10:C1:72:E8:B3:A0,vlan-1262
BAAC_MDC2,pod-1,VRF_MDC2_INT_STARCAT_2,node-1101,L3OUT_MDC2_INT_STARCAT_2,DOM_L3OUT,172.27.46.18,00:22:BD:F8:19:FF,vlan-1262
BAAC_MDC2,pod-1,VRF_MDC2_INT_Dev_Ops_2,node-1303,L3OUT_MDC2_INT_Dev_Ops_2_SW,DOM_L3OUT,172.26.13.97,EC:9B:8B:F8:3C:3D,vlan-2783
BAAC_MDC2,pod-1,VRF_MDC2_INT_Dev_Ops_2,node-1303,L3OUT_MDC2_INT_Dev_Ops_2_SW,DOM_L3OUT,172.26.13.108,00:22:BD:F8:19:FF,vlan-2783
BAAC_MDC2,pod-1,VRF_MDC2_INT_Dev_Ops_2,node-1304,L3OUT_MDC2_INT_Dev_Ops_2_SW,DOM_L3OUT,172.26.13.97,EC:9B:8B:F8:3C:3D,vlan-2783
BAAC_MDC2,pod-1,VRF_MDC2_INT_Dev_Ops_2,node-1304,L3OUT_MDC2_INT_Dev_Ops_2_SW,DOM_L3OUT,172.26.13.109,00:22:BD:F8:19:FF,vlan-2783
BAAC_MDC2,pod-1,VRF_MDC2_INT_FrontEnd_3,node-1204,L3OUT_MDC2_INT_FrontEnd_3_SW,DOM_L3OUT,172.26.33.38,00:10:DB:FF:10:00,vlan-2739
